feature01;feature02;feature03;feature04;feature05;feature06;feature07;class
-1.4991224;0.72934467;-2.3873153;-0.5631141;-1.8993449;1.3494925;-3.038698;classB
-2.3457754;-1.2714763;-1.6961747;1.6536396;-0.09411172;-2.357486;2.3710046;classB
-4.531294;-1.1800406;-0.09328853;-1.8452915;-1.7575021;0.27964196;-0.5044668;classB
-1.102647;-1.5344422;-1.1689545;1.8004051;-4.885602;3.9794674;-1.0496647;classB
1.5121536;-3.6968212;-1.0716811;0.9087693;-0.34995234;-2.5807679;0.09233675;classB
4.0273056;-0.056484587;-3.5241227;0.71258265;1.8065318;-0.42356372;1.4387014;classA
2.3426993;-0.9798502;-2.2654023;1.8180372;2.2782652;0.7114181;-0.84062296;classA
4.87397;-2.0254374;-0.6879223;-0.18994121;1.6795768;1.662537;-0.3093726;classA
0.8196386;-2.1142938;-2.0996082;2.108334;-0.81025404;1.1096691;-2.4913278;classA
1.2389696;-3.4617984;-2.6244686;-2.705392;0.90277857;3.1773686;-0.81101966;classB
-1.9441118;-2.6388347;-2.6161299;1.8857316;-1.2838745;-1.7521021;0.27828404;classB
0.99089706;-3.3970368;0.98216623;1.6125085;-1.960457;3.6310678;-6.505685;classA
-1.5474255;1.5695269;0.42279;-1.7798289;-1.5099224;1.6604748;2.4294333;classA
2.477744;-1.6416445;-0.8305486;2.9319818;1.781303;0.8398373;-1.4945846;classA
2.9436665;-0.9099735;-3.8881257;0.36870837;1.4202976;-5.0661283;3.2563155;classB
-0.27894178;-1.3983103;-2.2924423;1.3518764;-2.8850589;-1.4349446;1.3483212;classB
-2.2793229;-3.7440822;-1.3184527;0.16379534;-0.6027726;0.62095493;1.8115242;classB
-3.5265446;1.355815;0.9715665;1.5161122;-1.9627168;0.00025483404;2.952465;classB
2.2758882;2.1824856;0.7564198;-2.9350653;-0.98968387;3.4709218;2.7032986;classA
-1.0072597;-3.5565877;-2.5872223;2.8332403;-1.7689471;-2.1125898;-1.3500841;classB
-2.3183248;1.7555392;-0.29118004;-1.2846785;-2.5658746;0.06829619;-1.0926199;classA
2.246092;-1.4479327;-0.048202876;2.7712631;0.18419854;1.5363388;-2.4672947;classA
-1.2223637;2.559251;0.5572998;-2.101819;-1.4249041;1.9717337;3.2803652;classA
-2.0807102;0.49267897;0.24230164;-0.29783788;-2.8790014;1.7517838;-1.7661451;classB
0.23747697;-3.53147;-1.7751455;-0.354935;-2.0367155;-2.4091475;2.4610372;classB
-3.693044;-2.6492794;-0.81762487;0.14648727;-2.436827;1.4864833;-2.6530647;classB
0.45955884;1.9856782;1.5061183;-1.1088723;-0.19755255;2.3491;2.9683447;classA
2.2700713;-0.11797257;-5.353837;0.66071826;0.97081184;-1.7737322;1.9624919;classA
0.13845763;-2.6884394;0.14843558;0.3349722;2.803699;1.5354931;-1.556886;classA
0.69039434;1.3569359;0.16045088;-0.06886909;-1.0814549;0.50740737;2.947138;classA
0.5855631;-4.6926613;-3.257913;1.7813045;-2.8008196;-3.0154757;-0.7747257;classB
-2.278641;1.4752079;5.0683894;-1.3763412;-1.1839484;2.1909587;2.1200142;classA
-0.8106666;1.1699879;0.19790296;-2.1258554;-1.0869012;1.4044292;-0.094062336;classA
-2.9995604;-1.3524705;-0.75121474;0.9961623;-2.2954755;-0.8557871;3.4114604;classB
1.53889;-1.019692;-2.0617568;-0.8379216;3.3526309;-0.39623067;0.17809859;classA
-3.1435497;0.7262531;4.2222214;-1.343222;-1.975483;0.07759127;2.9926946;classA
0.70790493;-1.0911381;-3.3255796;-0.95956266;1.1438731;0.5092674;-1.3235265;classA
-3.1590598;4.589164;-0.8002457;-0.23352087;0.33991817;1.6008675;0.40540254;classA
-2.166477;-3.9436808;-2.172639;-0.24989027;-2.4482772;3.5149677;-0.8395531;classB
-0.3066486;-1.9085486;-3.148048;-5.673609;-0.8620009;0.22170061;0.12176218;classB
-1.86904;-3.7722578;-0.7591933;-1.3720237;-4.124248;1.7402266;0.20986319;classB
-1.3798565;-4.1463513;0.31215984;3.793238;-0.6188979;3.6675975;-5.4888177;classA
2.795278;-1.5811048;-0.42846876;1.3263305;2.8033326;1.5277169;-2.0452142;classA
-2.2472258;0.23610936;0.23746267;-0.044829648;-1.7637751;-0.97739106;-3.9213974;classB
1.8426114;-4.341643;-2.7222054;0.7055333;-0.6140389;-2.1493056;-0.28547904;classB
-2.7288315;1.3725196;1.920649;-1.779471;-1.8258984;1.3736963;-0.30658007;classA
-2.8867638;-0.049549986;-1.0443947;1.6414235;-2.9381647;-0.54772776;2.6417203;classB
0.8118361;-0.5383129;-1.4994804;3.8317587;0.36675125;-0.023377271;-2.7094023;classA
-4.2318735;1.121674;-1.7578657;-3.5271175;-2.196359;2.2643006;-1.4107115;classA
1.7446853;-0.9525571;-1.1895626;-0.5898894;1.9374804;0.08677679;0.115500875;classA
-1.4175266;1.29186;0.76784307;-0.774417;-0.93060803;3.202394;1.2187933;classA
1.8221409;-3.332609;0.44631734;3.052636;-0.69625646;1.9651176;-4.7793503;classA
-2.8590734;-0.7426083;-1.8625625;-0.048629493;-2.0402505;1.7718948;-2.652508;classB
-0.14068802;-3.4752767;-4.2682858;1.4747229;0.42847183;-3.7289176;1.1579615;classB
-1.1329637;1.0351024;3.1440964;-1.9545342;-0.5619872;2.9285703;2.1003895;classA
-2.1218793;1.8529953;1.2108272;-2.0772595;-1.7203531;1.5968934;3.237229;classA
-0.8835349;2.4995081;2.172953;-1.0705918;0.20274983;1.6835003;1.4504507;classA
2.887715;-3.8713858;1.4689742;3.7815328;-0.4990216;4.6588507;-4.4792953;classA
-3.015395;-0.808058;-1.1855721;-1.5466304;-1.0872017;1.8543582;-0.98418987;classB
-1.7739818;-1.430554;-0.0065301713;-0.34130868;-3.8412838;0.59043133;-0.38949913;classB
-2.7104604;-0.8050992;-2.4657342;-0.9416001;-1.3460275;1.8840663;-2.69704;classB
-1.3981619;0.50046825;-0.9782334;1.4204162;0.27894706;-1.9565879;3.003378;classB
-0.49011734;-1.4524939;0.37046087;2.7446527;-0.1791028;2.0819793;-4.8976536;classA
-1.1511561;-0.56900185;1.6505991;0.5582758;-4.8874273;0.2930087;0.034699466;classB
-1.5507467;0.9832341;-1.4444315;-1.5025576;-2.4119766;0.66891915;-1.8071364;classB
1.9026006;-0.8059401;-2.4142406;0.6023264;0.43381283;-0.028514056;-1.8036205;classA
-3.4287734;-2.1733181;-0.5520633;-1.7264814;-2.5580153;-0.2492052;-0.3743847;classB
3.5048463;-2.7802331;-0.80868816;-1.5839907;2.57901;1.0355517;0.06043298;classA
0.5330489;-2.4096882;-2.8059707;1.5466722;-0.3066718;-3.357714;1.031667;classB
-2.9254367;1.3597397;0.30952504;-0.44291323;-3.6339831;-1.7588506;-2.0375383;classB
-1.7949703;-0.33277142;-0.20859173;-1.8426354;-3.0331478;-0.38959366;-0.97513413;classB
-2.5664608;0.6127902;-0.80633837;1.4747597;-0.1563332;-1.5965344;3.2351665;classB
-1.1545438;0.9288348;4.2088475;-2.407087;-1.2944164;2.9741702;1.9998555;classA
2.0774589;-2.754706;0.62644386;1.9730611;0.83189726;2.7698998;-4.026195;classA
-1.2251877;1.5353731;2.4688945;-0.97768664;-1.2242754;0.55342907;0.75919515;classA
0.32304046;0.72466636;0.18185782;-3.3167243;-1.1269438;4.669449;2.3419433;classA
-2.2095573;-0.500302;-0.8854667;0.78936154;-2.5630627;0.7059844;-1.8556192;classB
-1.8576723;-0.49268875;0.0627823;2.2983384;-3.7234166;-0.08401742;-0.25903744;classB
-3.7842915;-0.4800065;-0.360253;1.6620755;1.426369;-1.7089595;2.9910758;classB
0.6519142;-0.79067403;-1.6514369;-1.8096374;-2.7470586;0.70837826;-1.3741436;classB
-2.9004765;-0.44261515;-1.2914362;-1.0838423;-1.2938161;0.60483545;-2.600223;classB
-3.3921814;1.9759095;1.9564621;-0.5331625;-1.9599555;1.0830373;0.39165586;classA
-1.6940426;-3.7628605;-1.6058785;1.5031116;-1.8507013;-0.9681046;0.27461216;classB
-0.63030136;-1.0369936;-1.6875124;2.0045862;0.88562816;2.2341702;-1.3034819;classA
-1.8507514;-2.699362;-2.4959612;0.296347;2.5586417;2.309744;-2.4519887;classA
1.0270026;-2.3402045;-1.2916584;1.0331954;-0.18385603;1.4296836;-2.4941587;classA
2.9243279;-0.2828512;-4.0965505;0.58738744;1.2113295;1.3223948;1.2021794;classA
-2.398253;2.1790442;-0.24549313;-1.9602274;-2.8184528;2.0422523;1.0006126;classA
-3.0134976;3.2167237;-0.0060223704;1.7126151;2.7870092;-3.0523438;5.251128;classB
-2.5012486;-3.3823948;-1.1259806;-1.4596517;-2.4370308;1.7541382;-1.1841869;classB
-3.4408715;-2.0966408;0.19601057;1.5240285;-3.9928374;0.43309727;1.2807275;classB
-2.9127378;2.9981098;-1.5578028;-2.3027081;0.8056292;4.061299;0.7524986;classA
-2.9096103;0.71987265;-0.9642189;1.4843208;-4.9752955;0.87592626;-2.6176958;classB
3.2907329;-1.4454134;-2.2822025;0.7399755;0.49281543;1.2657351;-0.14976677;classA
0.652004;-1.5627732;-1.8346779;-0.3698253;-0.98361695;1.8918637;-3.4433444;classB
-1.8962532;-1.8877423;0.06367311;1.6529996;-0.92553127;-0.94579077;0.5023408;classB
0.7344761;-0.2137778;-1.4775354;3.7061646;1.5112349;1.2779901;-1.47591;classA
-3.6224797;-3.0431166;-3.1807017;-1.0187072;-0.44877183;4.7370443;-1.6771127;classB
0.78921294;-0.80589557;-1.6668626;1.4753671;0.661186;0.8935932;-2.6379254;classA
-2.792099;0.8479764;-0.63872224;-2.5367947;-1.6663908;2.083757;1.7745799;classA
-2.7545154;-2.4909961;-3.755286;-2.9411647;-2.7593403;2.1835914;0.51144385;classB
-0.3296475;-1.4888672;0.53886986;1.5013719;0.17484945;-0.73169136;0.043001387;classB
-1.1089642;1.3578819;-0.64643353;1.8462416;-1.644751;1.3770666;1.1908207;classB
0.019339466;0.20538685;-2.3737879;1.2607778;0.12371056;0.7963582;-1.163847;classA
-1.0278287;-2.1817133;-4.9353595;1.4205035;-3.1208982;-2.4272313;2.7523346;classB
-1.020425;0.58935094;-2.3036911;5.026424;-0.0746188;0.63202;-3.3915823;classA
3.8272989;-0.22010572;-3.001516;0.7136674;0.4979282;1.5680467;0.7325392;classA
-2.9571059;-1.9469543;-1.2749453;2.4574444;-1.2205019;-3.7831666;1.0847971;classB
2.09266;-0.9127571;-0.69095534;2.1442997;2.8543956;2.6658506;-0.89385694;classA
-2.6698534;-1.7454903;-0.020844609;0.15101357;-3.2466133;1.1897743;-0.9379025;classB
2.8232892;-2.873197;0.490612;-0.15944706;3.3981514;3.4701478;-1.353762;classA
1.9795399;-1.1823139;-1.2874142;1.0259818;2.9446404;1.2557827;-2.850332;classA
-2.9553342;1.7700483;0.7516134;-1.3651714;-0.39849603;2.164597;1.208555;classA
-1.8370888;3.1568546;0.4687308;-1.4792175;-0.70469123;1.5486372;2.3790421;classA
-3.8067887;1.0346161;-2.329906;-0.95111024;-2.9320195;0.003704554;-2.236085;classB
-0.64382577;-5.084906;0.83509916;0.14837894;0.5984919;2.762075;-4.490871;classA
-2.1680427;3.095472;1.7077173;-0.5842184;-0.5647666;0.014740354;-0.10379853;classA
1.206965;-1.4806131;-4.935086;1.1774979;-0.573319;-4.3212857;2.318494;classB
-0.32749355;2.4500885;-0.59424335;-1.8261428;0.51278436;5.0266776;4.3090916;classA
-2.6518197;-0.1695615;-0.36655894;-4.473118;-1.14087;3.355696;-0.5957515;classA
-1.921504;2.0872555;4.0953264;-1.0580405;-1.5886564;-0.14549962;0.46049768;classA
-0.14174129;-1.1128439;0.09411127;1.4260943;1.0252227;2.0139973;-3.1034775;classA
-0.8036579;1.4250412;5.196749;2.228875;-2.1111736;-2.3848946;0.16845043;classA
3.1739707;-3.8097675;-0.072986074;0.65734804;1.2441167;3.4837842;-3.252849;classA
3.1725504;-1.9193466;-1.8343968;-0.4609872;0.6571272;-0.37649283;-1.0426333;classA
0.7967451;2.1444833;0.9646313;-2.4084024;0.23789419;2.5474188;2.407847;classA
-0.7459803;0.3334276;3.1458468;-2.592892;-2.240885;3.1189256;0.31556058;classA
0.6470412;-2.1982179;-0.36069947;-1.2350302;-0.8527106;1.3711579;-2.2953486;classB
-1.8531588;-1.1001245;-1.9636066;0.046109147;-2.185145;1.4031377;-3.666332;classB
1.1957792;-0.23714456;-2.7996945;0.3709617;2.5452797;0.26138914;-0.34731993;classA
-1.2853142;-3.4975302;-1.0093539;-0.92014664;-2.1266809;2.529336;-0.230152;classB
-0.8191689;-3.060052;-1.09272;2.5818832;-0.30643857;-2.8649395;-1.3500022;classB
-2.445334;1.5655559;2.3241634;-1.7608726;-2.9067838;0.14691018;1.8895838;classA
-2.3002326;-0.66023785;-1.1023563;2.6227021;-1.4803752;-2.0099657;0.06727013;classB
1.6615746;-0.6715938;-1.9615589;1.9564097;1.3516303;-1.8803355;-2.6968043;classA
-0.504169;1.7991678;-0.52072626;-2.8283803;-0.49414128;2.4615536;1.1027031;classA
-2.411519;-0.18445413;-1.6955996;-4.249114;-2.9519935;-1.6744087;-0.047112904;classB
-4.4890056;-1.484356;1.3163245;1.7059455;-3.7072499;2.0761147;0.8119692;classB
1.1824781;-1.1659306;-0.4480067;-2.3446453;-1.2453243;2.3704891;0.19854842;classB
1.4360462;-1.786342;-1.8482497;0.28198043;0.73004025;0.1864159;-0.6043609;classA
-2.1393306;0.5922464;2.298058;-2.0153322;-2.8479195;1.5852108;2.893043;classA
-0.2815443;-2.5513825;-4.183925;-2.8816857;-2.1254518;1.7337464;-0.5756902;classB
-2.600347;-2.1743007;-0.078051545;-1.813794;-3.352487;0.60807407;0.444414;classB
-1.0267051;-2.2951179;-1.8433939;-1.4050097;-1.7149167;2.2233987;-1.6514477;classB
-0.7319871;-1.9614807;0.10492315;2.6736414;-1.6850026;-3.0116453;-1.3331575;classB
0.7627679;-2.6330462;-3.970103;0.34921324;0.70489216;-3.0142586;2.9993126;classB
0.84229803;-2.1794446;-0.81214327;1.9120276;2.244109;2.8705196;-2.8851726;classA
-1.042049;1.6880687;1.2615776;-0.7701676;-2.0020545;1.0306149;3.1230168;classA
-0.78656024;-1.7159574;-1.6636535;1.2539027;1.662255;-3.4012275;2.0813198;classB
0.7598115;1.8388226;2.4265797;-1.0202588;-0.20197241;0.8844993;2.8712158;classA
-0.93366295;-0.6383774;-1.9684857;0.057026364;0.02386148;2.777339;-3.4437315;classB
1.508227;-3.2360752;-1.128847;-2.7591505;3.2010117;1.4710298;-0.6587069;classA
-2.70489;0.37142366;-2.4760547;-2.7271745;-2.595362;-0.6649982;-0.9647482;classB
-0.81003183;4.232853;3.727198;0.5244356;-0.50883186;-0.4960806;2.6394098;classA
2.3828626;-1.3762488;-0.28185612;1.1429163;4.685884;0.37412697;1.3991525;classA
-2.156284;-1.9459348;-0.2419656;-1.1118758;-3.0669281;0.5463852;-1.9066476;classB
-0.58931583;-3.3784497;-2.5820904;2.4007943;-1.6184782;-4.1112876;-0.4550608;classB
-0.39160767;1.7100614;1.1823608;-3.140471;-0.87701046;2.5120406;-1.7601033;classA
-2.6134782;1.3756354;3.1199558;-1.2376492;-3.354101;2.0889325;2.0139663;classA
0.05308089;-3.0654953;-2.6830566;1.7466193;-1.3202868;-3.208704;0.24581407;classB
-4.08222;-0.9165634;0.86324555;0.8623902;-1.7755551;1.3594686;2.977931;classB
4.9097424;0.37204826;-3.5763206;-0.5359341;0.9225116;-1.0458738;2.7107198;classA
1.0911534;2.4377875;2.1146674;-1.6617048;-0.018740676;2.7491357;-0.0128907235;classA
-2.45058;1.0639458;-0.039379336;-2.7208805;-1.4773134;2.431654;1.1203243;classA
1.0468448;-0.08278219;-2.64013;-2.7352421;0.7557005;0.93065536;-2.247595;classB
-0.49698403;-0.89918524;-2.6469588;0.85341364;-0.7176592;-3.1911488;3.5689456;classB
-1.4314133;-2.8541033;-1.3309873;0.94589424;-5.26616;1.6714307;0.80411476;classB
-5.414337;0.026431058;0.18662952;2.1086102;-2.8840542;0.40873945;2.2543883;classB
-2.3832827;0.8832452;2.7224607;-0.5510359;-1.1461542;0.5374137;3.4410589;classA
-1.0683527;1.6950226;-0.42209393;-1.904439;-0.55565685;3.6369786;0.64382637;classA
2.4593806;-0.8072636;-1.5508986;-4.433884;0.54645693;0.66042197;-0.30229408;classB
0.56275904;-0.8252984;-1.0814452;0.8959746;-1.3345479;-3.2026932;2.1624827;classB
1.1463819;-4.193514;-3.7209065;2.0190423;-3.7020094;-2.2040179;-1.4619536;classB
2.429631;-0.8032143;-0.708227;1.0729951;0.8601839;1.8539704;-2.4201021;classA
-1.0706213;2.2258787;3.4500499;0.7493356;-1.9899118;-0.487059;1.9388734;classA
-3.0230439;-1.4047002;-2.3720598;-0.18454139;-2.1979809;2.1274061;-1.9639611;classB
-0.012544526;-2.1162517;-3.5580397;-4.0833774;0.6022395;1.920898;0.021690123;classB
-2.0747256;1.4317017;1.9046273;0.87187463;-3.1215024;-1.2709055;-2.1362433;classB
-0.4898779;-1.7417785;-2.8859463;-5.198581;-0.09305088;0.622954;0.765513;classB
-0.90857303;0.30352575;-1.4484409;1.2754729;0.31194973;-1.8153951;2.3714964;classB
-2.4884548;0.46804607;1.6310146;-3.9120615;-1.057122;2.9489324;1.6248809;classA
0.8990684;-0.15110768;-2.3865237;2.71005;0.09278671;1.4373183;-1.6967343;classA
-3.0985203;-3.6576846;-1.948248;-2.589588;-1.1039512;2.6620157;0.030393822;classB
-0.94498587;-1.5347878;0.66463596;-5.382501;-1.2283568;2.9172857;0.6990239;classA
-2.130653;-4.0441847;0.9950804;0.49498606;-2.4387007;3.7223446;-1.764752;classB
0.6816729;-2.2068653;-4.578091;1.1919297;-0.8780983;-3.5483432;2.2394998;classB
-1.3577653;-4.349496;-1.6730603;-0.5033421;1.4806834;4.1111903;-2.3088298;classB
-3.350652;-2.5224702;-1.707472;0.6304911;-3.2129424;2.2958384;-2.0354013;classB
-2.3618882;-2.3337321;-2.7266004;1.9720176;-1.6127365;-2.3044915;1.0992467;classB
-0.00058616145;-3.970878;-2.4731169;0.14453696;1.7832623;-4.3670177;2.807976;classB
2.32894;0.44745588;-3.4634929;1.7337675;1.094428;0.2824812;1.4300972;classA
3.9223812;-2.0402527;-1.8271443;0.90448576;1.849745;1.1546092;-0.8597245;classA
1.393791;-0.55521214;-2.560217;3.0915785;1.6591098;1.2498881;-0.9466575;classA
-0.95833355;-3.121958;-0.7093401;-0.9311802;-2.74926;2.5089865;0.0046502235;classB
-3.4144652;-1.6647501;-0.5394271;1.1366321;1.2496593;-1.8878574;3.0044389;classB
-0.18880145;0.6121869;-4.6908946;2.8870995;2.2074172;-0.023069419;2.781855;classA
-3.9161975;-0.122858696;-2.7392483;-2.7788913;-2.6971197;3.8852055;1.7489569;classA
-2.585991;1.7835002;4.449729;-0.15513003;-1.5662781;0.7177733;5.491681;classA
0.9687686;0.3221895;-2.9506583;1.3091718;0.37811458;-4.081401;2.571968;classB
-1.0669003;0.02242185;0.710519;1.6606414;-0.7013153;-0.71033;0.54471946;classB
-2.584322;0.11249701;0.9836921;-2.7320836;-4.4264235;2.9081392;2.7204483;classA
-1.9691209;-0.38129514;-0.7972801;2.1352396;-2.9687102;-2.0944004;0.9779467;classB
1.7278557;-1.6787119;-2.2310727;0.65002626;-1.7882618;-4.002618;1.8588625;classB
-0.4077906;-4.85884;-1.3357826;1.7129176;-2.441825;-1.2494463;-1.6083136;classB
1.2827759;-2.6676407;-0.6167504;0.26704425;3.8104599;3.8391476;-1.7476633;classA
0.8241759;2.0125287;0.3394634;-2.070216;1.0832114;2.920262;3.3381643;classA
3.281537;0.04770446;-0.65404665;2.5502338;2.4758453;1.5077803;-0.7575064;classA
-3.1653514;-0.9227616;0.82693255;1.3696624;-0.3624852;-1.4538953;2.292093;classB
1.5268388;-1.8678852;-1.9711806;0.42534631;-0.043191724;1.3145506;-3.5283813;classA
-1.658975;1.0902203;0.13527048;-2.5472598;-1.5270239;3.1424935;2.0705426;classA
4.215374;2.4064362;-3.9062057;3.5363195;1.5510823;0.22459026;2.685352;classA
4.597079;0.47330022;-2.3219652;0.050650276;1.8897921;0.0972627;2.3760417;classA
1.4407209;1.4437252;-2.1884031;3.3273723;1.9302899;-0.64421546;-0.49611902;classA
-0.5285251;-0.14586033;-0.669632;2.0798094;-0.18732244;-1.2242547;1.0398413;classB
-2.841623;-2.0473845;-3.1806426;-3.99657;-1.3568435;1.9173603;-0.7309982;classB
-3.170588;1.4659961;1.7702014;-0.47350138;-1.4773632;0.023912286;1.093623;classA
-0.9550406;0.17206544;-0.6704386;-4.6258984;-0.020794464;-1.508836;-0.5266345;classB
-1.4906167;0.7236287;1.2875546;0.6705709;-1.3887275;-0.24717008;2.8174872;classB
-0.7185534;2.6366317;2.33684;0.35051838;-2.3221154;0.23021045;2.678747;classA
-1.577913;-2.0856974;-2.6989121;1.9032011;-2.0211024;-2.0397127;1.1256046;classB
-3.4177804;0.40616658;-0.6867929;-4.1572757;-2.7543528;2.0716977;1.412463;classA
-0.8058955;-0.69684035;-0.8369587;-2.8606086;-2.5873678;1.2601358;0.60070467;classB
0.31093752;-1.389223;-2.09954;-3.1579957;-1.3144397;0.8493752;-0.6859456;classB
-3.1024396;-0.70714843;-0.4648732;2.345234;-1.2700869;0.3963145;1.2448936;classB
1.9330845;-2.8815792;-0.8287069;0.8125937;1.2774445;1.4906514;-2.1832151;classA
-0.8605501;-2.2914793;-4.316984;1.4304206;-1.0912629;-2.2836099;2.4796903;classB
-0.6424122;0.44997784;1.0821772;-2.1760547;-2.7762167;1.9948968;1.8313714;classA
-0.007916896;-1.136874;-3.054125;1.5041445;-0.023003243;-4.7490125;2.0535355;classB
2.0621698;1.5615295;2.5703752;-1.8647795;-0.44219488;2.2499652;4.70331;classA
-1.2491916;0.71146363;-0.16234548;-3.010171;-1.1519338;4.500693;2.1336374;classA
-2.6832001;-2.315911;0.8874308;0.9926616;-1.7888924;1.008888;1.0266523;classB
-0.1209744;-3.954877;-1.95182;2.5234234;-3.9573152;-1.588278;-2.8018594;classB
-1.8943317;-2.0914614;-2.1204917;2.5654268;-1.9001552;-3.3116584;0.14986049;classB
1.7030675;-1.5364718;-2.2354968;1.7227303;-1.5318545;2.695784;-3.7703652;classA
-0.3355312;-1.2825536;-2.3212214;-5.6745887;-0.46758887;-0.7482703;0.44898257;classB
-2.9377747;-3.2374768;-1.8450768;-1.7967588;-1.0327734;0.92408854;-1.5680029;classB
6.21834;0.99743885;-3.9494522;1.8297846;0.9042935;-0.26961306;2.134757;classA
-3.841843;2.8454115;4.6203337;0.7542872;-1.5089134;-0.9073965;-0.48898134;classA
-0.8164055;-0.5904426;1.7590017;-1.432093;-0.8520102;0.98022735;1.7753272;classA
-3.0227306;0.93029004;-0.019505752;-1.4239602;0.055359144;1.8867624;0.06845115;classA
1.5055323;-2.241992;-2.8146372;-0.178284;-0.14322267;3.7289176;-3.230485;classB
0.3050839;-3.792587;-1.4595264;1.4124751;-3.6775787;-2.2929935;-0.82826257;classB
-1.4235163;-3.00907;0.33483917;-4.268031;-3.8681154;1.2226954;3.0419261;classA
-2.183777;0.13680476;-1.4069009;1.2598624;2.1505163;-1.981637;3.4642134;classB
-3.6048486;0.26454964;0.6850567;-2.35701;-3.8079562;0.9078075;-0.13355204;classA
-0.5404686;0.002601166;-1.1251593;0.01737256;-3.4410338;1.0979376;-2.6597207;classB
-2.6785765;-3.4424856;-0.07960785;2.4951074;-0.9580474;-3.535411;-0.9537599;classB
3.257757;0.6973404;-2.779763;-1.3060371;2.1743014;-0.33702123;1.6620834;classA
0.14594102;-4.9248304;-2.4699082;-4.663963;0.6008109;3.6782134;0.6606627;classB
-1.3664122;-1.6010804;-1.4570616;-3.3228717;-2.2312102;-0.21361588;0.04857641;classB
-1.9390074;1.1293966;2.375266;0.67807376;0.12677237;-1.1768125;3.6183598;classB
5.268233;-1.003564;-2.6742692;-1.657064;1.8847642;-0.7754608;2.1314044;classA
-3.4357934;-0.49059722;0.33557415;1.4558911;-3.45841;1.3951656;2.0521398;classB
